oneday,dow,hour,steps,week_weekend
2017-09-12,Tues,11,4802,Weekday
2017-09-12,Tues,12,4890,Weekday
2017-09-12,Tues,13,7338,Weekday
2017-09-12,Tues,14,7546,Weekday
2017-09-12,Tues,15,8521,Weekday
2017-09-12,Tues,16,8827,Weekday
2017-09-12,Tues,17,12047,Weekday
2017-09-12,Tues,18,15268,Weekday
2017-09-12,Tues,19,16399,Weekday
2017-09-12,Tues,20,17323,Weekday
2017-09-12,Tues,21,17677,Weekday
2017-09-13,Wed,7,642,Weekday
2017-09-13,Wed,8,1368,Weekday
2017-09-13,Wed,9,1374,Weekday
2017-09-13,Wed,10,3415,Weekday
2017-09-13,Wed,11,4744,Weekday
2017-09-13,Wed,13,9050,Weekday
2017-09-13,Wed,14,9328,Weekday
2017-09-13,Wed,15,9798,Weekday
2017-09-13,Wed,16,10127,Weekday
2017-09-13,Wed,17,14238,Weekday
2017-09-13,Wed,18,17245,Weekday
2017-09-13,Wed,19,18153,Weekday
2017-09-13,Wed,20,18408,Weekday
2017-09-13,Wed,21,18877,Weekday
2017-09-13,Wed,22,19335,Weekday
2017-09-14,Thurs,7,230,Weekday
2017-09-14,Thurs,8,2439,Weekday
2017-09-14,Thurs,9,5184,Weekday
2017-09-14,Thurs,10,6933,Weekday
2017-09-14,Thurs,11,7392,Weekday
2017-09-14,Thurs,12,7840,Weekday
2017-09-14,Thurs,13,10928,Weekday
2017-09-14,Thurs,14,12043,Weekday
2017-09-14,Thurs,15,12081,Weekday
2017-09-14,Thurs,16,12081,Weekday
2017-09-14,Thurs,17,14340,Weekday
2017-09-14,Thurs,18,17325,Weekday
2017-09-14,Thurs,19,18263,Weekday
2017-09-14,Thurs,20,20092,Weekday
2017-09-14,Thurs,21,23187,Weekday
2017-09-14,Thurs,22,23657,Weekday
2017-09-15,Fri,7,350,Weekday
2017-09-15,Fri,8,2469,Weekday
2017-09-15,Fri,9,2857,Weekday
2017-09-15,Fri,10,4086,Weekday
2017-09-15,Fri,11,4420,Weekday
2017-09-15,Fri,12,6364,Weekday
2017-09-15,Fri,13,7159,Weekday
2017-09-15,Fri,14,7813,Weekday
2017-09-15,Fri,15,7937,Weekday
2017-09-15,Fri,16,9341,Weekday
2017-09-15,Fri,17,9341,Weekday
2017-09-15,Fri,18,9443,Weekday
2017-09-15,Fri,19,10687,Weekday
2017-09-15,Fri,20,12564,Weekday
2017-09-15,Fri,21,12978,Weekday
2017-09-15,Fri,22,13053,Weekday
2017-09-15,Fri,23,15289,Weekday
2017-09-16,Sat,7,48,Weekend
2017-09-16,Sat,8,3365,Weekend
2017-09-16,Sat,9,3973,Weekend
2017-09-16,Sat,10,3973,Weekend
2017-09-16,Sat,11,4004,Weekend
2017-09-16,Sat,12,4228,Weekend
2017-09-16,Sat,13,5560,Weekend
2017-09-16,Sat,14,7396,Weekend
2017-09-16,Sat,15,8611,Weekend
2017-09-16,Sat,16,12637,Weekend
2017-09-16,Sat,17,12729,Weekend
2017-09-16,Sat,18,16642,Weekend
2017-09-16,Sat,19,19963,Weekend
2017-09-16,Sat,20,25190,Weekend
2017-09-16,Sat,21,27468,Weekend
2017-09-16,Sat,22,28171,Weekend
2017-09-16,Sat,23,28192,Weekend
2017-09-17,Sun,7,0,Weekend
2017-09-17,Sun,8,892,Weekend
2017-09-17,Sun,9,1235,Weekend
2017-09-17,Sun,10,1714,Weekend
2017-09-17,Sun,11,1714,Weekend
2017-09-17,Sun,12,1731,Weekend
2017-09-17,Sun,13,2054,Weekend
2017-09-17,Sun,14,2054,Weekend
2017-09-17,Sun,15,3600,Weekend
2017-09-17,Sun,16,9141,Weekend
2017-09-17,Sun,17,12865,Weekend
2017-09-17,Sun,18,13114,Weekend
2017-09-17,Sun,19,13462,Weekend
2017-09-17,Sun,20,13462,Weekend
2017-09-17,Sun,21,14249,Weekend
2017-09-18,Mon,7,559,Weekday
2017-09-18,Mon,8,1311,Weekday
2017-09-18,Mon,9,2898,Weekday
2017-09-18,Mon,10,2898,Weekday
2017-09-18,Mon,11,3028,Weekday
2017-09-18,Mon,12,4932,Weekday
2017-09-18,Mon,13,4932,Weekday
2017-09-18,Mon,14,6538,Weekday
2017-09-18,Mon,15,6973,Weekday
2017-09-18,Mon,16,7248,Weekday
2017-09-18,Mon,17,8941,Weekday
2017-09-18,Mon,18,11519,Weekday
2017-09-18,Mon,19,12428,Weekday
2017-09-18,Mon,20,12744,Weekday
2017-09-18,Mon,21,13155,Weekday
2017-09-18,Mon,22,13438,Weekday
2017-09-19,Tues,7,621,Weekday
2017-09-19,Tues,8,1526,Weekday
2017-09-19,Tues,9,2398,Weekday
2017-09-19,Tues,10,2878,Weekday
2017-09-19,Tues,11,3029,Weekday
2017-09-19,Tues,12,3029,Weekday
2017-09-19,Tues,13,5065,Weekday
2017-09-19,Tues,14,6197,Weekday
2017-09-19,Tues,15,6376,Weekday
2017-09-19,Tues,16,7785,Weekday
2017-09-19,Tues,17,10999,Weekday
2017-09-19,Tues,18,13896,Weekday
2017-09-19,Tues,19,15237,Weekday
2017-09-19,Tues,20,15967,Weekday
2017-09-19,Tues,21,16337,Weekday
2017-09-20,Wed,7,581,Weekday
2017-09-20,Wed,8,735,Weekday
2017-09-20,Wed,9,3188,Weekday
2017-09-20,Wed,10,4632,Weekday
2017-09-20,Wed,11,4776,Weekday
2017-09-20,Wed,12,5821,Weekday
2017-09-20,Wed,13,8155,Weekday
2017-09-20,Wed,14,9199,Weekday
2017-09-20,Wed,15,10317,Weekday
2017-09-20,Wed,16,10470,Weekday
2017-09-20,Wed,17,14191,Weekday
2017-09-20,Wed,18,17534,Weekday
2017-09-20,Wed,19,17970,Weekday
2017-09-20,Wed,20,18443,Weekday
2017-09-20,Wed,21,18651,Weekday
2017-09-20,Wed,22,18929,Weekday
2017-09-21,Thurs,7,380,Weekday
2017-09-21,Thurs,8,519,Weekday
2017-09-21,Thurs,9,2142,Weekday
2017-09-21,Thurs,10,3210,Weekday
2017-09-21,Thurs,11,4610,Weekday
2017-09-21,Thurs,12,7144,Weekday
2017-09-21,Thurs,13,7984,Weekday
2017-09-21,Thurs,14,8714,Weekday
2017-09-21,Thurs,15,10378,Weekday
2017-09-21,Thurs,16,11346,Weekday
2017-09-21,Thurs,17,11943,Weekday
2017-09-21,Thurs,18,16075,Weekday
2017-09-21,Thurs,19,16582,Weekday
2017-09-21,Thurs,20,17055,Weekday
2017-09-21,Thurs,21,17557,Weekday
2017-09-21,Thurs,22,17676,Weekday
2017-09-21,Thurs,23,17676,Weekday
2017-09-22,Fri,7,424,Weekday
2017-09-22,Fri,8,2631,Weekday
2017-09-22,Fri,9,5700,Weekday
2017-09-22,Fri,10,7533,Weekday
2017-09-22,Fri,11,10420,Weekday
2017-09-22,Fri,12,12063,Weekday
2017-09-22,Fri,13,12063,Weekday
2017-09-22,Fri,14,12718,Weekday
2017-09-22,Fri,15,12718,Weekday
2017-09-22,Fri,16,14674,Weekday
2017-09-22,Fri,17,16849,Weekday
2017-09-22,Fri,18,19815,Weekday
2017-09-22,Fri,19,20571,Weekday
2017-09-22,Fri,20,21314,Weekday
2017-09-22,Fri,21,21770,Weekday
2017-09-22,Fri,22,22152,Weekday
2017-09-22,Fri,23,22271,Weekday
2017-09-23,Sat,7,368,Weekend
2017-09-23,Sat,8,4257,Weekend
2017-09-23,Sat,9,4922,Weekend
2017-09-23,Sat,10,4922,Weekend
2017-09-23,Sat,11,4930,Weekend
2017-09-23,Sat,12,5222,Weekend
2017-09-23,Sat,13,8970,Weekend
2017-09-23,Sat,14,10248,Weekend
2017-09-23,Sat,15,10809,Weekend
2017-09-23,Sat,16,11912,Weekend
2017-09-23,Sat,17,13601,Weekend
2017-09-23,Sat,18,13863,Weekend
2017-09-23,Sat,19,15601,Weekend
2017-09-23,Sat,20,16931,Weekend
2017-09-23,Sat,21,17352,Weekend
2017-09-23,Sat,22,17656,Weekend
2017-09-24,Sun,7,304,Weekend
2017-09-24,Sun,8,1417,Weekend
2017-09-24,Sun,9,1859,Weekend
2017-09-24,Sun,10,2251,Weekend
2017-09-24,Sun,11,3135,Weekend
2017-09-24,Sun,12,5807,Weekend
2017-09-24,Sun,13,7702,Weekend
2017-09-24,Sun,14,12364,Weekend
2017-09-24,Sun,15,14422,Weekend
2017-09-24,Sun,16,17918,Weekend
2017-09-24,Sun,17,18236,Weekend
2017-09-24,Sun,18,18445,Weekend
2017-09-24,Sun,19,19277,Weekend
2017-09-24,Sun,20,19704,Weekend
2017-09-24,Sun,21,20215,Weekend
2017-09-24,Sun,22,20667,Weekend
2017-09-24,Sun,23,20667,Weekend
2017-09-25,Mon,7,741,Weekday
2017-09-25,Mon,8,1046,Weekday
2017-09-25,Mon,9,3241,Weekday
2017-09-25,Mon,10,4440,Weekday
2017-09-25,Mon,11,4657,Weekday
2017-09-25,Mon,12,4726,Weekday
2017-09-25,Mon,13,6345,Weekday
2017-09-25,Mon,14,7671,Weekday
2017-09-25,Mon,15,7671,Weekday
2017-09-25,Mon,16,7671,Weekday
2017-09-25,Mon,17,11314,Weekday
2017-09-25,Mon,18,15006,Weekday
2017-09-25,Mon,19,16458,Weekday
2017-09-25,Mon,20,16540,Weekday
2017-09-25,Mon,21,17221,Weekday
2017-09-25,Mon,22,17534,Weekday
2017-09-25,Mon,23,17534,Weekday
2017-09-26,Tues,7,561,Weekday
2017-09-26,Tues,8,1160,Weekday
2017-09-26,Tues,9,4140,Weekday
2017-09-26,Tues,10,4966,Weekday
2017-09-26,Tues,11,4972,Weekday
2017-09-26,Tues,12,6587,Weekday
2017-09-26,Tues,13,6606,Weekday
2017-09-26,Tues,14,6852,Weekday
2017-09-26,Tues,15,7441,Weekday
2017-09-26,Tues,16,8881,Weekday
2017-09-26,Tues,17,9753,Weekday
2017-09-26,Tues,18,10761,Weekday
2017-09-26,Tues,19,11340,Weekday
2017-09-26,Tues,20,11832,Weekday
2017-09-26,Tues,21,12542,Weekday
2017-09-26,Tues,22,12898,Weekday
2017-09-27,Wed,7,243,Weekday
2017-09-27,Wed,8,1100,Weekday
2017-09-27,Wed,9,2799,Weekday
2017-09-27,Wed,10,2799,Weekday
2017-09-27,Wed,11,3920,Weekday
2017-09-27,Wed,12,3920,Weekday
2017-09-27,Wed,13,5825,Weekday
2017-09-27,Wed,14,5825,Weekday
2017-09-27,Wed,15,6136,Weekday
2017-09-27,Wed,16,6505,Weekday
2017-09-27,Wed,17,7622,Weekday
2017-09-27,Wed,18,9141,Weekday
2017-09-27,Wed,19,13816,Weekday
2017-09-27,Wed,20,13897,Weekday
2017-09-27,Wed,21,14556,Weekday
2017-09-27,Wed,22,15162,Weekday
2017-09-27,Wed,23,15162,Weekday
2017-09-28,Thurs,7,453,Weekday
2017-09-28,Thurs,8,495,Weekday
2017-09-28,Thurs,9,1582,Weekday
2017-09-28,Thurs,10,2704,Weekday
2017-09-28,Thurs,11,3088,Weekday
2017-09-28,Thurs,12,4152,Weekday
2017-09-28,Thurs,13,4152,Weekday
2017-09-28,Thurs,14,6216,Weekday
2017-09-28,Thurs,15,8535,Weekday
2017-09-28,Thurs,16,8766,Weekday
2017-09-28,Thurs,17,11038,Weekday
2017-09-28,Thurs,18,13885,Weekday
2017-09-28,Thurs,19,15983,Weekday
2017-09-28,Thurs,20,17315,Weekday
2017-09-28,Thurs,21,18390,Weekday
2017-09-28,Thurs,22,21753,Weekday
2017-09-28,Thurs,23,22047,Weekday
2017-09-29,Fri,7,427,Weekday
2017-09-29,Fri,8,680,Weekday
2017-09-29,Fri,9,1774,Weekday
2017-09-29,Fri,10,2239,Weekday
2017-09-29,Fri,11,2313,Weekday
2017-09-29,Fri,12,2494,Weekday
2017-09-29,Fri,13,4827,Weekday
2017-09-29,Fri,14,6155,Weekday
2017-09-29,Fri,15,7144,Weekday
2017-09-29,Fri,16,8166,Weekday
2017-09-29,Fri,17,11443,Weekday
2017-09-29,Fri,18,14463,Weekday
2017-09-29,Fri,19,15647,Weekday
2017-09-29,Fri,20,16781,Weekday
2017-09-29,Fri,21,17151,Weekday
2017-09-29,Fri,22,17635,Weekday
2017-09-30,Sat,7,4413,Weekend
2017-09-30,Sat,8,6375,Weekend
2017-09-30,Sat,9,6410,Weekend
2017-09-30,Sat,10,6533,Weekend
2017-09-30,Sat,11,6886,Weekend
2017-09-30,Sat,12,9371,Weekend
2017-09-30,Sat,13,11716,Weekend
2017-09-30,Sat,14,16352,Weekend
2017-09-30,Sat,15,17572,Weekend
2017-09-30,Sat,16,18179,Weekend
2017-09-30,Sat,17,19263,Weekend
2017-09-30,Sat,18,20819,Weekend
2017-09-30,Sat,19,21425,Weekend
2017-09-30,Sat,20,21710,Weekend
2017-09-30,Sat,21,22156,Weekend
2017-09-30,Sat,22,22453,Weekend
2017-09-30,Sat,23,22959,Weekend
2017-10-01,Sun,7,0,Weekend
2017-10-01,Sun,8,4932,Weekend
2017-10-01,Sun,9,5201,Weekend
2017-10-01,Sun,10,5373,Weekend
2017-10-01,Sun,11,5373,Weekend
2017-10-01,Sun,12,5640,Weekend
2017-10-01,Sun,13,6806,Weekend
2017-10-01,Sun,14,7211,Weekend
2017-10-01,Sun,15,7211,Weekend
2017-10-01,Sun,16,8569,Weekend
2017-10-01,Sun,17,9556,Weekend
2017-10-01,Sun,18,9886,Weekend
2017-10-01,Sun,19,10559,Weekend
2017-10-01,Sun,20,11550,Weekend
2017-10-01,Sun,21,17185,Weekend
2017-10-01,Sun,22,19115,Weekend
2017-10-02,Mon,7,447,Weekday
2017-10-02,Mon,8,1088,Weekday
2017-10-02,Mon,9,3678,Weekday
2017-10-02,Mon,10,4319,Weekday
2017-10-02,Mon,11,4707,Weekday
2017-10-02,Mon,12,4707,Weekday
2017-10-02,Mon,13,6577,Weekday
2017-10-02,Mon,14,6951,Weekday
2017-10-02,Mon,15,8512,Weekday
2017-10-02,Mon,16,9912,Weekday
2017-10-02,Mon,17,14515,Weekday
2017-10-02,Mon,18,17133,Weekday
2017-10-02,Mon,19,19717,Weekday
2017-10-02,Mon,20,20248,Weekday
2017-10-02,Mon,21,22088,Weekday
2017-10-02,Mon,22,22466,Weekday
2017-10-03,Tues,7,333,Weekday
2017-10-03,Tues,8,560,Weekday
2017-10-03,Tues,10,2390,Weekday
2017-10-03,Tues,11,3545,Weekday
2017-10-03,Tues,12,4631,Weekday
2017-10-03,Tues,13,5943,Weekday
2017-10-03,Tues,14,6715,Weekday
2017-10-03,Tues,15,7847,Weekday
2017-10-03,Tues,16,8244,Weekday
2017-10-03,Tues,17,10975,Weekday
2017-10-03,Tues,18,14048,Weekday
2017-10-03,Tues,19,14988,Weekday
2017-10-03,Tues,20,15351,Weekday
2017-10-03,Tues,21,15620,Weekday
2017-10-03,Tues,22,16104,Weekday
2017-10-04,Wed,7,565,Weekday
2017-10-04,Wed,8,793,Weekday
2017-10-04,Wed,9,1814,Weekday
2017-10-04,Wed,10,3085,Weekday
2017-10-04,Wed,11,3898,Weekday
2017-10-04,Wed,12,4265,Weekday
2017-10-04,Wed,13,6610,Weekday
2017-10-04,Wed,14,7755,Weekday
2017-10-04,Wed,15,8235,Weekday
2017-10-04,Wed,16,8598,Weekday
2017-10-04,Wed,17,12320,Weekday
2017-10-04,Wed,18,15252,Weekday
2017-10-04,Wed,19,15859,Weekday
2017-10-04,Wed,20,16002,Weekday
2017-10-04,Wed,21,16385,Weekday
2017-10-04,Wed,22,16678,Weekday
2017-10-05,Thurs,7,478,Weekday
2017-10-05,Thurs,8,2198,Weekday
2017-10-05,Thurs,9,5030,Weekday
2017-10-05,Thurs,10,5223,Weekday
2017-10-05,Thurs,11,6599,Weekday
2017-10-05,Thurs,12,6599,Weekday
2017-10-05,Thurs,13,7401,Weekday
2017-10-05,Thurs,14,7908,Weekday
2017-10-05,Thurs,15,9184,Weekday
2017-10-05,Thurs,16,9190,Weekday
2017-10-05,Thurs,17,9308,Weekday
2017-10-05,Thurs,18,14402,Weekday
2017-10-05,Thurs,19,15244,Weekday
2017-10-05,Thurs,20,17778,Weekday
2017-10-05,Thurs,21,17807,Weekday
2017-10-05,Thurs,22,18948,Weekday
2017-10-05,Thurs,23,18961,Weekday
2017-10-06,Fri,7,720,Weekday
2017-10-06,Fri,8,5520,Weekday
2017-10-06,Fri,9,6138,Weekday
2017-10-06,Fri,10,7359,Weekday
2017-10-06,Fri,11,8610,Weekday
2017-10-06,Fri,12,8750,Weekday
2017-10-06,Fri,13,10176,Weekday
2017-10-06,Fri,14,10373,Weekday
2017-10-06,Fri,15,10452,Weekday
2017-10-06,Fri,16,11079,Weekday
2017-10-06,Fri,17,17749,Weekday
2017-10-06,Fri,18,20765,Weekday
2017-10-06,Fri,19,21322,Weekday
2017-10-06,Fri,20,22413,Weekday
2017-10-06,Fri,21,22441,Weekday
2017-10-06,Fri,22,22457,Weekday
2017-10-06,Fri,23,23579,Weekday
2017-10-07,Sat,7,0,Weekend
2017-10-07,Sat,8,3522,Weekend
2017-10-07,Sat,9,4753,Weekend
2017-10-07,Sat,10,4753,Weekend
2017-10-07,Sat,11,4831,Weekend
2017-10-07,Sat,12,5342,Weekend
2017-10-07,Sat,13,5655,Weekend
2017-10-07,Sat,14,13696,Weekend
2017-10-07,Sat,15,15497,Weekend
2017-10-07,Sat,16,16685,Weekend
2017-10-07,Sat,17,19834,Weekend
2017-10-07,Sat,18,23579,Weekend
2017-10-07,Sat,19,26464,Weekend
2017-10-07,Sat,20,27466,Weekend
2017-10-07,Sat,21,27517,Weekend
2017-10-07,Sat,22,27856,Weekend
2017-10-08,Sun,7,0,Weekend
2017-10-08,Sun,8,427,Weekend
2017-10-08,Sun,9,1190,Weekend
2017-10-08,Sun,10,4659,Weekend
2017-10-08,Sun,11,4842,Weekend
2017-10-08,Sun,12,4842,Weekend
2017-10-08,Sun,13,5312,Weekend
2017-10-08,Sun,14,5737,Weekend
2017-10-08,Sun,15,9822,Weekend
2017-10-08,Sun,16,12691,Weekend
2017-10-08,Sun,17,12785,Weekend
2017-10-08,Sun,18,12785,Weekend
2017-10-08,Sun,19,12959,Weekend
2017-10-08,Sun,20,13411,Weekend
2017-10-08,Sun,21,13871,Weekend
2017-10-08,Sun,22,13871,Weekend
2017-10-09,Mon,7,248,Weekday
2017-10-09,Mon,8,428,Weekday
2017-10-09,Mon,9,4444,Weekday
2017-10-09,Mon,10,5927,Weekday
2017-10-09,Mon,11,6168,Weekday
2017-10-09,Mon,12,6559,Weekday
2017-10-09,Mon,13,10114,Weekday
2017-10-09,Mon,14,10276,Weekday
2017-10-09,Mon,15,10870,Weekday
2017-10-09,Mon,16,14124,Weekday
2017-10-09,Mon,17,17697,Weekday
2017-10-09,Mon,18,20529,Weekday
2017-10-09,Mon,19,22877,Weekday
2017-10-09,Mon,20,22885,Weekday
2017-10-09,Mon,21,24245,Weekday
2017-10-09,Mon,22,24252,Weekday
2017-10-09,Mon,23,27209,Weekday
2017-10-10,Tues,7,314,Weekday
2017-10-10,Tues,8,1717,Weekday
2017-10-10,Tues,9,5165,Weekday
2017-10-10,Tues,10,6152,Weekday
2017-10-10,Tues,11,6224,Weekday
2017-10-10,Tues,12,9875,Weekday
2017-10-10,Tues,13,10509,Weekday
2017-10-10,Tues,14,11854,Weekday
2017-10-10,Tues,15,12116,Weekday
2017-10-10,Tues,16,14951,Weekday
2017-10-10,Tues,17,19494,Weekday
2017-10-10,Tues,18,22492,Weekday
2017-10-10,Tues,19,22908,Weekday
2017-10-10,Tues,20,23875,Weekday
2017-10-10,Tues,21,24288,Weekday
2017-10-11,Wed,7,133,Weekday
2017-10-11,Wed,8,4628,Weekday
2017-10-11,Wed,10,7825,Weekday
2017-10-11,Wed,11,8294,Weekday
2017-10-11,Wed,12,9564,Weekday
2017-10-11,Wed,14,10251,Weekday
2017-10-11,Wed,15,12106,Weekday
2017-10-11,Wed,16,14714,Weekday
2017-10-11,Wed,17,19553,Weekday
2017-10-11,Wed,18,22312,Weekday
2017-10-11,Wed,19,22886,Weekday
2017-10-11,Wed,20,22992,Weekday
2017-10-11,Wed,21,23636,Weekday
2017-10-11,Wed,22,24078,Weekday
2017-10-12,Thurs,7,455,Weekday
2017-10-12,Thurs,8,3511,Weekday
2017-10-12,Thurs,9,5007,Weekday
2017-10-12,Thurs,10,5007,Weekday
2017-10-12,Thurs,11,6852,Weekday
2017-10-12,Thurs,12,6964,Weekday
2017-10-12,Thurs,13,8886,Weekday
2017-10-12,Thurs,14,10063,Weekday
2017-10-12,Thurs,15,11450,Weekday
2017-10-12,Thurs,16,13607,Weekday
2017-10-12,Thurs,17,13656,Weekday
2017-10-12,Thurs,18,19003,Weekday
2017-10-12,Thurs,19,21480,Weekday
2017-10-12,Thurs,20,23213,Weekday
2017-10-12,Thurs,21,24158,Weekday
2017-10-12,Thurs,22,24514,Weekday
2017-10-13,Fri,7,0,Weekday
2017-10-13,Fri,8,1432,Weekday
2017-10-13,Fri,9,1717,Weekday
2017-10-13,Fri,10,1813,Weekday
2017-10-13,Fri,11,2123,Weekday
2017-10-13,Fri,12,3119,Weekday
2017-10-13,Fri,13,4951,Weekday
2017-10-13,Fri,14,10912,Weekday
2017-10-13,Fri,15,11560,Weekday
2017-10-13,Fri,16,11560,Weekday
2017-10-13,Fri,17,11693,Weekday
2017-10-13,Fri,18,11693,Weekday
2017-10-13,Fri,19,12172,Weekday
2017-10-13,Fri,20,13315,Weekday
2017-10-13,Fri,21,13341,Weekday
2017-10-13,Fri,22,13341,Weekday
2017-10-13,Fri,23,16481,Weekday
2017-10-14,Sat,7,3980,Weekend
2017-10-14,Sat,8,4118,Weekend
2017-10-14,Sat,9,5141,Weekend
2017-10-14,Sat,10,5157,Weekend
2017-10-14,Sat,11,5196,Weekend
2017-10-14,Sat,12,6955,Weekend
2017-10-14,Sat,13,7556,Weekend
2017-10-14,Sat,14,11893,Weekend
2017-10-14,Sat,15,14524,Weekend
2017-10-14,Sat,16,14573,Weekend
2017-10-14,Sat,17,14716,Weekend
2017-10-14,Sat,18,15566,Weekend
2017-10-14,Sat,19,15949,Weekend
2017-10-14,Sat,20,16195,Weekend
2017-10-14,Sat,21,16556,Weekend
2017-10-14,Sat,22,16562,Weekend
2017-10-15,Sun,7,275,Weekend
2017-10-15,Sun,8,699,Weekend
2017-10-15,Sun,9,1980,Weekend
2017-10-15,Sun,10,2437,Weekend
2017-10-15,Sun,11,2437,Weekend
2017-10-15,Sun,12,2732,Weekend
2017-10-15,Sun,13,2871,Weekend
2017-10-15,Sun,14,2951,Weekend
2017-10-15,Sun,15,2951,Weekend
2017-10-15,Sun,16,2951,Weekend
2017-10-15,Sun,17,2951,Weekend
2017-10-15,Sun,18,2951,Weekend
2017-10-15,Sun,19,3165,Weekend
2017-10-15,Sun,20,4235,Weekend
2017-10-15,Sun,21,4235,Weekend
2017-10-16,Mon,7,528,Weekday
2017-10-16,Mon,8,1637,Weekday
2017-10-16,Mon,9,2539,Weekday
2017-10-16,Mon,10,3046,Weekday
2017-10-16,Mon,11,10697,Weekday
2017-10-16,Mon,12,15468,Weekday
2017-10-16,Mon,13,17313,Weekday
2017-10-16,Mon,14,21902,Weekday
2017-10-16,Mon,16,22381,Weekday
2017-10-16,Mon,17,23433,Weekday
2017-10-16,Mon,18,27032,Weekday
2017-10-16,Mon,19,28172,Weekday
2017-10-16,Mon,20,28673,Weekday
2017-10-16,Mon,21,28689,Weekday
2017-10-17,Tues,7,420,Weekday
2017-10-17,Tues,8,575,Weekday
2017-10-17,Tues,9,2325,Weekday
2017-10-17,Tues,10,5757,Weekday
2017-10-17,Tues,11,8843,Weekday
2017-10-17,Tues,12,9303,Weekday
2017-10-17,Tues,13,10171,Weekday
2017-10-17,Tues,14,10229,Weekday
2017-10-17,Tues,15,10259,Weekday
2017-10-17,Tues,16,10585,Weekday
2017-10-17,Tues,17,14162,Weekday
2017-10-17,Tues,18,15907,Weekday
2017-10-17,Tues,19,16260,Weekday
2017-10-17,Tues,20,16720,Weekday
2017-10-17,Tues,21,16893,Weekday
2017-10-17,Tues,22,17192,Weekday
2017-10-18,Wed,7,112,Weekday
2017-10-18,Wed,8,901,Weekday
2017-10-18,Wed,9,3311,Weekday
2017-10-18,Wed,10,9883,Weekday
2017-10-18,Wed,11,12413,Weekday
2017-10-18,Wed,12,15628,Weekday
2017-10-18,Wed,13,17801,Weekday
2017-10-18,Wed,14,19170,Weekday
2017-10-18,Wed,15,22517,Weekday
2017-10-18,Wed,16,22723,Weekday
2017-10-18,Wed,17,26287,Weekday
2017-10-18,Wed,18,29576,Weekday
2017-10-18,Wed,19,30214,Weekday
2017-10-18,Wed,20,30491,Weekday
2017-10-18,Wed,21,30840,Weekday
2017-10-18,Wed,22,31033,Weekday
2017-10-19,Thurs,7,476,Weekday
2017-10-19,Thurs,8,1096,Weekday
2017-10-19,Thurs,9,1096,Weekday
2017-10-19,Thurs,10,1166,Weekday
2017-10-19,Thurs,11,5343,Weekday
2017-10-19,Thurs,12,8817,Weekday
2017-10-19,Thurs,13,10389,Weekday
2017-10-19,Thurs,14,10433,Weekday
2017-10-19,Thurs,15,10433,Weekday
2017-10-19,Thurs,16,10433,Weekday
2017-10-19,Thurs,17,12543,Weekday
2017-10-19,Thurs,18,15594,Weekday
2017-10-19,Thurs,19,17302,Weekday
2017-10-19,Thurs,20,19505,Weekday
2017-10-19,Thurs,21,20485,Weekday
2017-10-19,Thurs,22,21142,Weekday
2017-10-19,Thurs,23,21350,Weekday
2017-10-20,Fri,7,221,Weekday
2017-10-20,Fri,8,421,Weekday
2017-10-20,Fri,9,540,Weekday
2017-10-20,Fri,10,4402,Weekday
2017-10-20,Fri,11,8169,Weekday
2017-10-20,Fri,12,9457,Weekday
2017-10-20,Fri,13,10955,Weekday
2017-10-20,Fri,14,11166,Weekday
2017-10-20,Fri,15,11290,Weekday
2017-10-20,Fri,16,11290,Weekday
2017-10-20,Fri,17,13582,Weekday
2017-10-20,Fri,18,16433,Weekday
2017-10-20,Fri,19,17453,Weekday
2017-10-20,Fri,20,18278,Weekday
2017-10-20,Fri,21,19131,Weekday
2017-10-20,Fri,22,19187,Weekday
2017-10-20,Fri,23,20266,Weekday
2017-10-21,Sat,7,0,Weekend
2017-10-21,Sat,8,3486,Weekend
2017-10-21,Sat,9,3837,Weekend
2017-10-21,Sat,10,4146,Weekend
2017-10-21,Sat,11,4745,Weekend
2017-10-21,Sat,12,6552,Weekend
2017-10-21,Sat,13,7364,Weekend
2017-10-21,Sat,14,7803,Weekend
2017-10-21,Sat,15,7863,Weekend
2017-10-21,Sat,16,8668,Weekend
2017-10-21,Sat,17,9667,Weekend
2017-10-21,Sat,18,17621,Weekend
2017-10-21,Sat,19,20017,Weekend
2017-10-21,Sat,20,21523,Weekend
2017-10-21,Sat,21,21666,Weekend
2017-10-21,Sat,22,21773,Weekend
2017-10-21,Sat,23,22025,Weekend
2017-10-22,Sun,7,0,Weekend
2017-10-22,Sun,8,911,Weekend
2017-10-22,Sun,9,1888,Weekend
2017-10-22,Sun,10,2684,Weekend
2017-10-22,Sun,11,3230,Weekend
2017-10-22,Sun,12,3275,Weekend
2017-10-22,Sun,13,3457,Weekend
2017-10-22,Sun,14,3568,Weekend
2017-10-22,Sun,15,3660,Weekend
2017-10-22,Sun,16,3889,Weekend
2017-10-22,Sun,17,4286,Weekend
2017-10-22,Sun,18,5229,Weekend
2017-10-22,Sun,19,5883,Weekend
2017-10-22,Sun,20,6364,Weekend
2017-10-23,Mon,7,422,Weekday
2017-10-23,Mon,8,5215,Weekday
2017-10-23,Mon,9,5484,Weekday
2017-10-23,Mon,10,8941,Weekday
2017-10-23,Mon,11,13708,Weekday
2017-10-23,Mon,12,13750,Weekday
2017-10-23,Mon,13,14013,Weekday
2017-10-23,Mon,14,14013,Weekday
